playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,I_F_penalities,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalities,penalityMinutesDrawn,penalitiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8470744,2007,Brady Murray,L.A,L,4on5,4,364.0,13.0,-0.77,0.0,0.0,0.0,0.06,0.0,0.08,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,3.0,7.0,0.0,6.0,1.0,6.0,3.0,0.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.01,0.01,0.01,0.01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.02,0.02,0.02,0.02,5.49,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8470744,2007,Brady Murray,L.A,L,5on4,4,43.0,3.0,-1.52,0.0,0.61,0.0,0.64,0.0,0.43,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.14,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8468518,2007,Tomas Kopecky,DET,R,other,77,761.0,19.0,5.45,0.33,0.78,0.31,0.59,0.3,0.57,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,5.0,9.0,4.0,7.0,2.0,6.0,0.0,2.0,5288.0,0.0,0.0,0.0,0.0,0.0,1.98,0.15,0.15,0.15,0.15,0.0,3.0,2.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,0.07,0.09,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.05,0.17,0.0,0.21,0.21,0.2,4.02,0.31,0.31,0.31,0.31,1.0,6.0,4.0,11.0,1.0,0.0,0.0,7.0,0.0,0.0,0.31,0.0,0.0,1.0,0.0,0.0,11.0,7.0,7.0,0.08,0.0,0.0,0.33,0.33,0.33,9.09,2.6,53.0,37.0,0.02,0.0,1.0,0.0,1.0,0.0
8468518,2007,Tomas Kopecky,DET,R,all,77,44800.0,1097.0,14.79,0.56,0.58,0.59,0.59,0.62,0.59,765.0,41.96,3.43,2.62,10.46,1.47,24.75,18.6,3.39,3.49,3.45,5.0,2.0,5.0,61.0,29.0,95.0,12.0,5.0,2.0,2.0,4.0,1.0,22.0,32.0,0.0,61.0,20.0,43.0,48.0,112.0,11.0,13.0,56.0,7.0,3.0,1.67,0.81,0.95,1.0,2.0,2.0,96.1,66.0,66.83,6.0,0.54,0.24,1.06,2.58,2.62,2.6,1097.0,188.0,61.0,179.0,669.0,168.0,153.0,181.0,595.0,48.0,67.0,239223.0,43.0,20.0,47.0,22.0,17.0,123.27,9.66,9.52,9.88,9.74,23.0,168.0,144.0,335.0,23.0,7.0,5.0,160.0,22.0,9.0,4.52,2.62,2.52,7.0,9.0,7.0,341.29,191.0,194.09,1.63,0.69,1.96,8.67,8.89,8.81,81.76,7.48,7.22,7.46,7.19,20.0,99.0,114.0,233.0,20.0,1.0,5.0,91.0,20.0,8.0,3.23,2.27,1.98,8.0,6.0,6.0,228.44,119.0,118.07,1.18,0.15,1.56,6.92,6.89,6.83,87.98,62.83,1857.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0
8468518,2007,Tomas Kopecky,DET,R,5on5,77,41786.0,994.0,14.79,0.56,0.6,0.59,0.59,0.62,0.6,693.0,39.75,3.18,2.41,9.95,1.35,23.02,17.42,3.15,3.25,3.21,5.0,2.0,5.0,57.0,29.0,91.0,12.0,5.0,2.0,2.0,4.0,0.0,21.0,30.0,0.0,57.0,17.0,37.0,44.0,111.0,10.0,10.0,54.0,5.0,3.0,1.61,0.62,0.95,1.0,2.0,2.0,92.1,62.0,62.83,6.0,0.49,0.24,1.06,2.28,2.32,2.31,994.0,164.0,60.0,167.0,603.0,150.0,135.0,162.0,547.0,44.0,57.0,168023.0,37.0,17.0,43.0,20.0,17.0,114.76,8.77,8.64,8.99,8.85,21.0,157.0,131.0,309.0,21.0,5.0,5.0,152.0,18.0,8.0,4.26,2.21,2.3,7.0,8.0,6.0,315.29,178.0,181.09,1.46,0.5,1.96,7.61,7.82,7.75,75.27,7.03,6.77,7.01,6.75,19.0,90.0,104.0,213.0,19.0,1.0,5.0,82.0,19.0,8.0,2.89,2.16,1.98,7.0,6.0,6.0,208.44,109.0,108.07,1.07,0.15,1.56,6.42,6.39,6.33,40.53,26.64,1215.0,841.0,0.99,0.43,28.0,15.0,20.0,12.0
8468518,2007,Tomas Kopecky,DET,R,4on5,77,452.0,23.0,1.95,1.0,0.16,0.67,0.23,1.0,0.33,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,19.0,1.0,4.0,6.0,12.0,1.0,7.0,7287.0,0.0,0.0,0.0,0.0,0.0,1.42,0.24,0.24,0.24,0.24,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.02,0.0,0.22,0.0,0.0,1.0,2.0,2.0,2.0,0.02,0.0,0.0,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,4.55,20.0,67.0,0.0,0.0,1.0,0.0,1.0,0.0
8468518,2007,Tomas Kopecky,DET,R,5on4,77,1801.0,61.0,6.33,0.94,0.96,0.78,0.9,0.8,0.86,203.0,2.21,0.24,0.21,0.51,0.12,1.73,1.18,0.24,0.24,0.24,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,2.0,4.0,3.0,1.0,0.0,3.0,2.0,2.0,0.0,0.06,0.18,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.05,0.0,0.0,0.29,0.29,0.29,61.0,17.0,0.0,6.0,38.0,13.0,7.0,11.0,30.0,3.0,1.0,11125.0,4.0,2.0,2.0,1.0,0.0,5.12,0.5,0.5,0.5,0.5,1.0,7.0,10.0,18.0,1.0,1.0,0.0,5.0,3.0,0.0,0.17,0.33,0.0,0.0,1.0,0.0,18.0,8.0,8.0,0.1,0.03,0.0,0.6,0.6,0.6,1.54,0.03,0.03,0.03,0.03,0.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.01,0.0,0.0,0.04,0.04,0.04,13.01,0.61,168.0,19.0,0.29,0.0,1.0,0.0,1.0,0.0
8473904,2007,Kyle Greentree,PHI,L,other,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473904,2007,Kyle Greentree,PHI,L,all,2,1103.0,25.0,0.2,0.23,0.51,0.6,0.51,0.63,0.55,20.0,2.03,0.05,0.11,0.59,0.06,1.24,0.94,0.05,0.05,0.05,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3.96,3.0,2.89,0.0,0.02,0.0,0.0,0.07,0.07,0.07,25.0,1.0,3.0,5.0,16.0,6.0,2.0,3.0,14.0,0.0,0.0,6097.0,0.0,0.0,2.0,1.0,1.0,3.21,0.13,0.13,0.13,0.13,0.0,5.0,7.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,11.83,5.0,4.83,0.04,0.0,0.0,0.17,0.17,0.17,1.91,0.44,0.44,0.44,0.44,1.0,2.0,5.0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.21,0.23,0.0,0.0,1.0,8.35,3.0,3.06,0.04,0.0,0.0,0.48,0.48,0.48,2.54,2.4,51.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
8473904,2007,Kyle Greentree,PHI,L,5on5,2,1103.0,25.0,0.2,0.23,0.34,0.58,0.52,0.63,0.43,15.0,2.03,0.05,0.11,0.59,0.06,1.24,0.94,0.05,0.05,0.05,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3.96,3.0,2.89,0.0,0.02,0.0,0.0,0.07,0.07,0.07,25.0,1.0,3.0,5.0,16.0,6.0,2.0,3.0,14.0,0.0,0.0,4310.0,0.0,0.0,2.0,1.0,1.0,3.21,0.13,0.13,0.13,0.13,0.0,5.0,6.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,10.83,5.0,4.83,0.04,0.0,0.0,0.17,0.17,0.17,1.91,0.44,0.44,0.44,0.44,1.0,2.0,5.0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.21,0.23,0.0,0.0,1.0,8.35,3.0,3.06,0.04,0.0,0.0,0.48,0.48,0.48,0.8,1.59,34.0,31.0,0.01,0.04,1.0,1.0,1.0,1.0
8473904,2007,Kyle Greentree,PHI,L,4on5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473904,2007,Kyle Greentree,PHI,L,5on4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8446053,2007,Chris Chelios,DET,D,other,69,1838.0,39.0,9.45,0.69,0.74,0.32,0.66,0.4,0.59,152.0,0.46,0.41,0.01,0.01,0.03,0.22,0.33,0.41,0.41,0.41,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.41,0.41,0.41,39.0,0.0,15.0,7.0,17.0,3.0,9.0,8.0,19.0,0.0,0.0,5694.0,2.0,1.0,0.0,0.0,3.0,4.61,3.3,3.16,3.3,3.16,3.0,5.0,3.0,11.0,3.0,0.0,0.0,2.0,0.0,6.0,0.05,0.0,3.25,0.0,0.0,3.0,11.0,8.0,8.0,0.03,0.0,0.0,3.34,3.34,3.19,8.42,1.47,1.28,1.47,1.28,5.0,7.0,11.0,23.0,5.0,0.0,1.0,6.0,4.0,2.0,0.27,0.46,0.73,0.0,3.0,2.0,23.0,12.0,12.0,0.2,0.0,0.49,1.18,1.18,1.05,8.2,2.94,77.0,40.0,0.03,0.0,1.0,0.0,1.0,0.0
8446053,2007,Chris Chelios,DET,D,all,69,71104.0,1508.0,16.48,0.41,0.66,0.51,0.62,0.52,0.62,312.0,31.57,1.68,1.87,7.6,1.11,19.88,16.87,1.58,1.7,1.59,4.0,5.0,3.0,46.0,51.0,100.0,12.0,3.0,0.0,1.0,2.0,0.0,20.0,24.0,0.0,46.0,19.0,38.0,0.0,57.0,15.0,46.0,46.0,1.0,2.0,0.75,0.09,0.84,2.0,0.0,1.0,102.11,49.0,49.92,37.0,0.38,0.0,0.47,1.59,1.61,1.59,1508.0,185.0,231.0,271.0,821.0,211.0,170.0,248.0,879.0,0.0,0.0,184419.0,38.0,19.0,30.0,13.0,46.0,159.2,15.52,14.93,15.65,15.06,36.0,209.0,177.0,422.0,36.0,3.0,5.0,198.0,33.0,14.0,5.54,3.95,6.04,14.0,13.0,9.0,430.61,245.0,249.67,1.98,0.35,2.09,14.89,15.09,14.81,156.28,22.47,20.5,22.5,20.53,51.0,179.0,178.0,408.0,51.0,3.0,12.0,159.0,47.0,24.0,5.56,5.69,11.22,18.0,14.0,19.0,406.11,230.0,229.52,2.68,0.8,6.35,18.28,18.32,17.43,75.45,38.81,1568.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0
8446053,2007,Chris Chelios,DET,D,5on5,69,52551.0,1149.0,16.48,0.57,0.6,0.6,0.58,0.62,0.59,344.0,28.09,1.2,1.69,7.02,0.99,18.39,13.7,1.1,1.22,1.12,4.0,5.0,3.0,40.0,49.0,92.0,12.0,3.0,0.0,1.0,2.0,0.0,18.0,20.0,0.0,40.0,12.0,24.0,0.0,39.0,9.0,34.0,41.0,1.0,1.0,0.68,0.09,0.43,2.0,0.0,1.0,94.12,43.0,43.93,26.0,0.33,0.0,0.47,1.07,1.08,1.07,1149.0,166.0,92.0,185.0,706.0,184.0,125.0,188.0,652.0,0.0,0.0,136207.0,24.0,12.0,20.0,9.0,32.0,137.51,10.58,10.15,10.71,10.28,28.0,184.0,158.0,370.0,28.0,2.0,4.0,177.0,29.0,6.0,5.03,3.51,2.05,12.0,12.0,4.0,378.61,212.0,216.67,1.71,0.22,1.95,9.83,10.02,9.89,88.16,8.02,7.76,8.05,7.78,22.0,107.0,118.0,247.0,22.0,1.0,4.0,102.0,21.0,6.0,3.56,2.6,1.85,13.0,5.0,4.0,245.11,129.0,128.52,1.22,0.08,1.78,7.32,7.36,7.3,33.63,21.96,1016.0,726.0,2.19,0.23,60.0,11.0,46.0,9.0
8446053,2007,Chris Chelios,DET,D,4on5,69,15524.0,273.0,16.48,0.05,0.07,0.17,0.13,0.18,0.16,134.0,1.68,0.03,0.05,0.24,0.05,0.47,2.16,0.03,0.03,0.03,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,4.0,8.0,0.0,17.0,6.0,10.0,3.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,10.0,0.02,0.0,0.0,0.04,0.04,0.04,273.0,9.0,124.0,72.0,68.0,16.0,33.0,46.0,178.0,0.0,0.0,12479.0,8.0,4.0,0.0,0.0,0.0,12.2,0.72,0.71,0.72,0.71,3.0,15.0,9.0,27.0,3.0,1.0,1.0,15.0,3.0,0.0,0.36,0.36,0.0,2.0,1.0,0.0,27.0,18.0,18.0,0.12,0.14,0.14,0.7,0.7,0.7,55.43,12.71,11.19,12.71,11.19,24.0,59.0,47.0,130.0,24.0,2.0,7.0,47.0,20.0,16.0,1.65,2.42,8.63,5.0,6.0,13.0,130.0,83.0,83.0,1.22,0.72,4.07,9.47,9.47,8.76,0.69,9.9,20.0,135.0,0.16,0.05,6.0,2.0,5.0,2.0
8446053,2007,Chris Chelios,DET,D,5on4,69,1191.0,47.0,6.58,0.8,0.94,0.67,0.9,0.58,0.9,141.0,1.34,0.04,0.12,0.32,0.04,0.8,0.68,0.04,0.04,0.04,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.03,0.0,0.0,0.07,0.07,0.07,47.0,10.0,0.0,7.0,30.0,8.0,3.0,6.0,30.0,0.0,0.0,12797.0,0.0,0.0,6.0,2.0,3.0,4.88,0.91,0.91,0.91,0.91,2.0,5.0,7.0,14.0,2.0,0.0,0.0,4.0,1.0,2.0,0.1,0.09,0.73,0.0,0.0,2.0,14.0,7.0,7.0,0.12,0.0,0.0,1.03,1.03,1.03,3.58,0.23,0.23,0.23,0.23,0.0,5.0,2.0,7.0,0.0,0.0,0.0,3.0,2.0,0.0,0.03,0.21,0.0,0.0,0.0,0.0,7.0,5.0,5.0,0.03,0.0,0.0,0.26,0.26,0.26,14.41,0.85,185.0,20.0,0.01,0.0,1.0,0.0,1.0,0.0
8450900,2007,Gary Roberts,PIT,L,other,38,1036.0,24.0,5.59,0.95,0.64,0.77,0.49,0.78,0.59,149.0,0.9,0.89,0.03,0.02,0.01,0.03,0.02,0.66,0.89,0.66,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.89,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.01,0.0,0.89,0.01,0.01,0.01,24.0,7.0,3.0,5.0,9.0,3.0,1.0,5.0,15.0,0.0,0.0,5805.0,0.0,0.0,0.0,0.0,0.0,5.11,1.62,1.37,1.62,1.37,3.0,4.0,3.0,10.0,3.0,1.0,2.0,3.0,1.0,3.0,0.05,0.12,1.45,0.0,1.0,2.0,10.0,7.0,7.0,0.11,0.89,1.19,0.54,0.54,0.54,1.27,0.09,0.08,0.09,0.08,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.03,0.0,0.0,0.11,0.11,0.11,3.21,1.82,33.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0
