PlayerId;Year;TeamId;LeagueId;GP;Min;W;L;T/OL;ENG;SO;GA;SA;GR
87457;1992;211;14;4;13680;0;0;0;0;0;10;100;0
87457;1993;211;14;30;102600;0;0;0;0;0;104;813;0
87457;1994;211;14;27;92340;0;0;0;0;0;84;840;0
87457;1995;211;14;23;78660;0;0;0;0;0;59;567;0
87457;1996;48;1;13;44460;0;0;0;0;0;48;429;0
87457;1996;73;10;20;68400;0;0;0;0;0;72;610;0
87457;2000;45;1;30;102600;0;0;0;0;0;87;978;0
87457;1999;45;1;11;37620;0;0;0;0;0;34;327;0
87457;1999;59;1;28;95760;0;0;0;0;0;100;0;0
87457;1998;11;0;3;6480;0;3;0;0;0;8;66;0
87467;1993;38;1;7;23940;0;0;0;0;0;25;0;0
87467;1999;573;3;6;20520;0;0;0;0;0;29;147;0
87467;2000;1511;10;29;99180;0;0;0;0;0;87;989;0
87467;1999;1511;10;31;106020;0;0;0;0;0;95;1118;0
87467;1993;1511;10;36;123120;0;0;0;0;0;122;0;0
87467;1992;75;10;36;123120;0;0;0;0;0;131;0;0
87467;1991;106;12;65;222300;0;0;0;0;0;201;0;0
87467;1990;106;12;46;157320;0;0;0;0;0;162;0;0
87467;1989;87;12;2;7200;0;0;0;0;0;25;0;0
87467;1999;40;1;4;13680;0;0;0;0;0;19;114;0
87467;1996;38;1;31;106020;0;0;0;0;0;114;958;0
87467;1995;38;1;37;126540;0;0;0;0;0;115;1139;0
87467;1994;38;1;52;177840;0;0;0;0;0;148;1480;0
87467;1996;5;0;8;23640;1;5;0;2;0;24;181;0
87467;1995;5;0;11;34260;5;1;2;0;0;31;264;0
87471;1909;9999;0;2;7200;0;2;0;0;0;26;0;0
87476;1978;56;1;24;82080;0;0;0;0;0;78;678;0
87476;1983;53;1;6;20520;0;0;0;0;0;35;0;0
87476;1983;40;1;13;44460;0;0;0;0;0;41;0;0
87476;1981;61;1;11;37620;0;0;0;0;0;52;0;0
87476;1980;56;1;25;85500;0;0;0;0;0;85;0;0
87476;1979;56;1;9;30780;0;0;0;0;0;30;275;0
87476;1982;10;0;3;6120;0;1;0;2;0;5;44;0
87476;1981;10;0;6;19680;1;5;0;0;0;33;0;0
87476;1980;10;0;21;75600;10;6;5;2;2;73;0;0
87476;1979;10;0;27;83460;9;8;6;1;1;79;0;0
87482;1989;185;14;21;71820;0;0;0;0;0;102;510;0
87482;1990;185;14;39;133380;0;0;0;0;0;187;935;0
87482;1991;185;14;36;123120;0;0;0;0;0;179;895;0
87482;1992;38;1;44;150480;0;0;0;0;0;176;1375;0
87482;2003;893;4;23;78660;0;0;0;0;0;64;634;0
87482;2009;629;6;33;112860;0;0;0;0;0;96;950;0
87482;2008;629;6;32;109440;0;0;0;0;0;101;849;0
87482;2007;629;6;47;160740;0;0;0;0;0;154;1467;0
87482;2006;629;6;45;153900;0;0;0;0;0;145;1381;0
87482;2002;626;6;23;78660;0;0;0;0;0;57;713;0
87482;1997;39;1;39;133380;0;0;0;0;0;127;0;0
87482;1996;42;1;46;157320;0;0;0;0;0;134;1327;0
87482;1995;56;1;2;7200;0;0;0;0;0;11;62;0
87482;1994;56;1;45;153900;0;0;0;0;0;155;0;0
87482;1993;38;1;33;112860;0;0;0;0;0;139;0;0
87482;1996;28;0;1;3120;0;1;0;0;0;4;18;0
87482;1995;28;0;20;62400;2;14;1;1;0;72;560;0
87482;1994;28;0;1;180;0;0;0;0;0;0;1;0
87482;1992;5;0;1;1500;0;0;0;1;0;1;10;0
87495;1978;63;1;47;160740;0;0;0;0;0;159;1336;0
87495;1987;58;1;41;140220;0;0;0;0;0;190;0;0
87495;1979;63;1;61;208620;0;0;0;0;0;192;0;0
87495;1986;8;0;39;123540;9;18;8;2;0;142;1122;0
87495;1985;8;0;48;161340;20;19;6;2;1;201;1538;0
87495;1984;8;0;60;202260;27;25;4;3;0;215;1847;0
87495;1983;8;0;56;200100;23;29;4;4;2;188;1667;0
87495;1982;8;0;41;147600;24;12;5;2;4;127;1283;0
87495;1981;8;0;29;100260;11;12;4;2;1;116;0;0
87495;1980;8;0;15;51900;2;10;2;2;0;62;0;0
87495;1977;18;0;1;1200;0;0;0;0;0;0;0;0
87511;1984;23;0;1;1980;0;1;0;0;0;2;9;0
87511;1983;11;0;21;72660;3;14;4;5;0;87;633;0
87511;1982;5;0;9;30960;6;3;0;1;0;33;233;0
87511;1981;5;0;44;150900;22;16;4;3;1;144;0;0
87511;1980;5;0;10;30420;3;4;1;1;0;24;0;0
87511;1979;5;0;1;2400;0;0;0;0;0;2;0;0
87515;1984;39;1;5;17100;0;0;0;0;0;6;94;0
87515;2002;16;0;6;17580;1;4;0;0;1;16;132;0
87515;2001;3;0;4;13140;2;2;0;0;0;10;110;0
87515;2001;24;0;34;114480;13;12;5;2;2;83;886;0
87515;1999;28;0;7;25080;3;4;0;0;0;22;182;0
87515;1999;15;0;18;52200;5;7;2;2;1;46;386;0
87515;1998;15;0;43;138360;19;16;3;4;4;98;993;0
87515;1997;15;0;63;212520;31;14;13;8;7;122;1556;0
87515;1996;15;0;5;16200;0;5;0;1;0;26;186;0
87515;1995;15;0;49;167940;29;16;2;5;2;160;1626;0
87515;1994;15;0;2;7500;0;1;1;0;0;8;75;0
87515;1993;15;0;44;148920;22;15;5;2;2;139;1304;0
87515;1992;15;0;63;222120;43;14;5;2;4;186;1885;0
87515;1991;15;0;57;199740;25;22;9;2;1;196;1702;0
87515;1990;15;0;48;165240;27;16;3;2;1;165;1579;0
87515;1989;15;0;24;77640;7;12;3;2;0;101;748;0
87515;1988;15;0;44;144360;18;15;7;4;0;162;1445;0
87515;1988;17;0;10;32700;2;7;0;1;0;45;285;0
87515;1987;17;0;54;187980;25;18;8;1;2;173;1658;0
87515;1986;17;0;46;150060;17;23;2;4;2;152;1202;0
87515;1985;17;0;60;213660;29;24;5;5;2;214;1778;0
87515;1984;17;0;54;194880;25;18;10;4;5;144;1274;0
87515;1983;17;0;42;148500;26;12;3;2;2;117;1098;0
87529;1954;3705;1;37;126540;0;0;0;0;0;115;0;0
87529;1966;3726;1;10;34200;0;0;0;0;0;18;0;0
87529;1964;3726;1;57;194940;0;0;0;0;0;172;0;0
87529;1963;3726;1;26;88920;0;0;0;0;0;78;0;0
87529;1962;3726;1;40;136800;0;0;0;0;0;127;0;0
87529;1958;61;1;29;99180;0;0;0;0;0;97;0;0
87529;1955;3705;1;53;181260;0;0;0;0;0;191;0;0
87529;1967;15;0;25;77940;7;10;3;2;1;62;0;0
87529;1966;9;0;8;23040;2;4;0;0;0;22;0;0
87529;1965;9;0;11;24360;3;3;0;1;0;17;0;0
87529;1963;9;0;1;3600;0;1;0;0;0;4;0;0
87529;1962;9;0;16;57600;6;5;5;0;0;53;0;0
87529;1961;9;0;27;97200;9;12;6;0;3;76;0;0
87529;1960;9;0;35;123000;13;13;8;0;0;102;0;0
87529;1955;8;0;12;43200;2;9;1;0;1;42;0;0
87529;1954;8;0;21;75600;4;9;8;0;0;63;0;0
87530;1945;3726;1;38;129960;0;0;0;0;0;137;0;0
87530;1948;3726;1;68;232560;0;0;0;0;0;166;0;0
87530;1947;3726;1;68;232560;0;0;0;0;0;162;0;0
87530;1946;3726;1;40;136800;0;0;0;0;0;99;0;0
87530;1945;3;0;5;18000;0;4;1;0;0;20;0;0
87542;1968;12;0;7;18240;0;4;1;0;0;22;0;0
87542;1967;12;0;26;77640;5;13;5;0;0;75;0;0
87542;1966;0;0;2;7200;1;1;0;0;0;5;0;0
87560;1988;58;1;30;102600;0;0;0;0;0;102;857;0
87560;1996;63;1;47;160740;0;0;0;0;0;131;1284;0
87560;1991;58;1;3;10800;0;0;0;0;0;9;67;0
87560;1990;58;1;2;7200;0;0;0;0;0;3;0;0
87560;1996;3;0;3;6600;0;3;0;1;0;10;60;0
87560;1995;3;0;8;20160;0;5;0;1;0;26;170;0
87560;1995;28;0;33;106200;6;23;0;9;1;110;892;0
87560;1994;28;0;38;129660;8;25;3;3;1;121;1167;0
87560;1993;22;0;53;171180;24;16;8;3;2;135;1122;0
87560;1992;22;0;58;196920;27;23;5;7;1;181;1530;0
87560;1991;22;0;54;186480;29;17;6;2;1;166;1435;0
87560;1990;22;0;45;154320;20;18;3;3;5;113;1095;0
87560;1989;22;0;48;167580;23;18;5;3;2;150;1362;0
87560;1988;22;0;11;34680;5;4;0;1;1;28;269;0
87560;1988;12;0;1;3540;0;1;0;1;0;3;26;0
87560;1987;12;0;43;137280;10;22;3;1;0;161;1257;0
87560;1986;12;0;47;157320;17;20;6;4;1;174;1439;0
87560;1985;12;0;52;184380;25;20;6;2;1;182;1690;0
87560;1984;12;0;31;106200;10;17;3;3;1;109;934;0
87560;1983;12;0;33;107460;16;13;2;2;0;123;971;0
87560;1982;12;0;36;120660;19;10;5;2;0;120;1048;0
87560;1981;12;0;29;98040;11;8;9;3;0;101;0;0
87560;1980;12;0;44;155100;18;14;11;4;0;138;0;0
87561;1993;26;0;13;25080;0;4;1;0;0;34;211;0
87561;1992;14;0;16;48120;3;9;0;1;0;59;405;0
87561;1991;26;0;26;76020;6;8;6;1;2;61;611;0
87561;1990;26;0;16;50160;3;10;1;0;0;55;423;0
87561;1989;26;0;19;64740;7;8;3;4;0;59;570;0
87564;2003;110;11;9;30780;0;0;0;0;0;29;259;0
87564;2003;109;11;40;136800;0;0;0;0;0;124;1393;0
87564;2002;110;11;54;184680;0;0;0;0;0;161;1491;0
87564;2001;110;11;7;23940;0;0;0;0;0;22;220;0
87564;2001;119;11;5;17100;0;0;0;0;0;22;121;0
87564;2010;75;10;5;17100;0;0;0;0;0;8;133;0
87564;2010;1532;10;8;27360;0;0;0;0;0;37;220;0
87564;2009;74;10;38;129960;0;0;0;0;0;115;1186;0
87564;2008;1528;10;11;37620;0;0;0;0;0;53;387;0
87564;2008;74;10;1;3600;0;0;0;0;0;5;35;0
87564;2007;78;10;16;54720;0;0;0;0;0;36;468;0
87564;2006;78;10;7;23940;0;0;0;0;0;8;160;0
87564;2005;78;10;19;64980;0;0;0;0;0;34;479;0
87564;2004;61;1;1;1200;0;0;0;0;0;0;10;0
87564;2009;39;1;6;20520;0;0;0;0;0;27;206;0
87564;2008;39;1;22;75240;0;0;0;0;0;82;621;0
87564;2007;61;1;34;116280;0;0;0;0;0;85;0;0
87564;2006;61;1;29;99180;0;0;0;0;0;75;750;0
87564;2005;61;1;16;54720;0;0;0;0;0;47;0;0
87564;2007;16;0;1;1620;0;0;0;0;0;1;9;0
87566;1978;22;0;30;104400;6;17;6;1;0;126;0;0
87566;1977;22;0;43;149520;11;23;7;4;1;152;0;0
87573;1980;220;14;16;54720;0;0;0;0;0;50;549;0
87573;1981;220;14;25;85500;0;0;0;0;0;62;674;0
87573;1982;220;14;19;64980;0;0;0;0;0;40;500;0
87573;1984;51;1;7;23940;0;0;0;0;0;23;0;0
87573;1986;51;1;19;64980;0;0;0;0;0;60;0;0
87573;1985;51;1;35;119700;0;0;0;0;0;130;0;0
87573;1985;26;0;9;25320;2;5;0;1;0;41;220;0
87573;1984;26;0;24;73080;8;10;3;1;1;93;624;0
87573;1983;26;0;6;21060;2;4;0;0;0;32;184;0
87583;1979;5;0;8;19680;2;0;3;0;0;19;0;0
87583;1978;19;0;5;10920;1;2;0;0;0;21;0;0
87583;1977;19;0;17;56220;7;8;0;1;1;55;0;0
87583;1977;16;0;3;8640;0;3;0;0;0;15;0;0
87583;1976;16;0;3;8400;2;0;0;0;0;7;0;0
87583;1975;16;0;31;105780;11;17;1;2;0;113;0;0
87583;1974;16;0;11;38400;6;3;2;0;1;29;0;0
87584;1986;218;14;34;116280;0;0;0;0;0;78;918;0
87584;2007;893;48;20;68400;0;0;0;0;0;34;430;0
87584;2006;31;0;58;197340;27;17;10;2;1;152;1550;0
87584;2005;3;0;49;173820;22;22;4;2;0;159;1476;0
87584;2003;3;0;59;206640;34;19;6;2;10;122;1483;0
87584;2002;3;0;62;224280;37;20;5;4;7;141;1816;0
87584;2001;12;0;60;208020;21;27;11;3;1;153;1458;0
87584;2000;12;0;63;221220;35;20;7;2;8;144;1508;0
87584;1999;12;0;62;217200;32;21;7;6;4;127;1571;0
87584;1998;12;0;61;212160;35;15;9;0;5;117;1373;0
87584;1997;12;0;61;214860;37;12;10;1;9;112;1335;0
87584;1996;27;0;13;45420;3;9;0;1;1;43;371;0
87584;1996;8;0;33;117960;11;15;6;4;1;88;946;0
87584;1995;8;0;50;177360;22;17;10;3;1;135;1373;0
87584;1994;8;0;42;147000;22;15;3;4;5;93;990;0
87584;1993;8;0;70;239880;37;24;6;0;7;178;1892;0
87584;1992;8;0;71;246360;41;18;11;1;7;177;1880;0
87584;1991;8;0;52;175680;21;18;10;4;5;132;1241;0
87584;1990;8;0;74;247620;43;19;7;3;4;170;1883;0
87584;1989;8;0;0;0;0;0;0;0;0;0;0;0
87584;1988;8;0;23;68880;4;12;3;1;0;74;605;0
87585;1969;3727;1;2;7200;0;0;0;0;0;12;0;0
87585;1975;3727;1;45;153900;0;0;0;0;0;152;0;0
87585;1973;3727;1;45;153900;0;0;0;0;0;179;0;0
87585;1972;3727;1;12;41040;0;0;0;0;0;50;0;0
87585;1971;3727;1;45;153900;0;0;0;0;0;118;0;0
87585;1970;3727;1;37;126540;0;0;0;0;0;111;0;0
87585;1975;22;0;7;22620;0;5;1;1;0;32;0;0
87585;1974;22;0;35;108720;0;24;3;1;0;162;0;0
87585;1972;14;0;23;67020;9;7;3;0;0;60;0;0
87596;1942;3705;1;52;177840;0;0;0;0;0;115;0;0
87596;1955;61;1;11;37620;0;0;0;0;0;54;0;0
87596;1954;61;1;10;34200;0;0;0;0;0;45;0;0
87596;1953;61;1;49;167580;0;0;0;0;0;167;0;0
87596;1952;61;1;64;218880;0;0;0;0;0;188;0;0
87596;1951;61;1;63;215460;0;0;0;0;0;229;0;0
87596;1950;3705;1;7;23940;0;0;0;0;0;22;0;0
87596;1950;61;1;51;174420;0;0;0;0;0;173;0;0
87596;1949;3705;1;36;123120;0;0;0;0;0;108;0;0
87596;1948;61;1;4;13680;0;0;0;0;0;15;0;0
87596;1947;3707;1;64;218880;0;0;0;0;0;316;0;0
87596;1946;3726;1;23;78660;0;0;0;0;0;76;0;0
87596;1945;53;1;37;126540;0;0;0;0;0;144;0;0
87596;1955;10;0;0;0;0;0;0;0;0;0;0;0
87596;1945;3;0;8;28800;3;5;0;0;0;31;0;0
87601;1929;6;0;14;45120;6;6;1;0;0;38;0;0
87601;1928;6;0;37;138000;14;16;7;0;11;57;0;0
87601;1927;6;0;44;161400;24;14;6;0;6;76;0;0
87601;1926;6;0;43;164880;20;19;4;0;13;65;0;0
87601;1925;6;0;36;137280;20;11;5;0;6;73;0;0
87601;1924;6;0;30;110580;9;19;2;0;2;65;0;0
87601;1923;2;0;22;81360;15;7;0;0;3;45;0;0
87601;1922;2;0;24;89160;14;9;1;0;4;54;0;0
87601;1921;2;0;24;90600;14;8;2;0;2;84;0;0
87601;1920;2;0;24;87720;14;10;0;0;2;75;0;0
87601;1919;2;0;24;86580;19;5;0;0;5;64;0;0
87601;1918;2;0;18;69120;12;6;0;0;2;53;0;0
87601;1917;2;0;22;80220;9;13;0;0;1;114;0;0
87601;1916;2;149;18;65760;14;4;0;0;1;50;0;0
87601;1915;2;149;24;86820;13;11;0;0;2;72;0;0
87601;1914;2;149;20;73200;14;6;0;0;0;64;0;0
87601;1913;2;149;9;28440;5;3;0;0;0;29;0;0
87601;1912;2;149;4;12900;2;1;0;0;1;11;0;0
87607;1946;65;1;60;205200;0;0;0;0;0;153;0;0
87607;1958;53;1;10;34200;0;0;0;0;0;37;0;0
87607;1957;53;1;1;3600;0;0;0;0;0;2;0;0
87607;1956;53;1;7;23940;0;0;0;0;0;28;0;0
87607;1955;53;1;3;10800;0;0;0;0;0;16;0;0
87607;1954;53;1;48;164160;0;0;0;0;0;182;0;0
87607;1953;53;1;59;201780;0;0;0;0;0;219;0;0
87607;1952;53;1;58;198360;0;0;0;0;0;210;0;0
87607;1951;53;1;47;160740;0;0;0;0;0;154;0;0
87607;1950;53;1;57;194940;0;0;0;0;0;184;0;0
87607;1949;53;1;60;205200;0;0;0;0;0;208;0;0
87607;1948;53;1;67;229140;0;0;0;0;0;201;0;0
87607;1947;53;1;63;215460;0;0;0;0;0;230;0;0
87607;1944;5;0;25;88200;10;12;2;0;0;103;0;0
87635;1988;51;1;5;17100;0;0;0;0;0;17;0;0
87635;1988;130;13;44;150480;0;0;0;0;0;206;1689;0
87635;1987;130;13;49;167580;0;0;0;0;0;273;2022;0
87635;1986;130;13;41;140220;0;0;0;0;0;251;1521;0
87635;1986;134;13;11;37620;0;0;0;0;0;52;280;0
87635;1985;134;13;33;112860;0;0;0;0;0;163;1012;0
87635;1991;51;1;13;44460;0;0;0;0;0;53;0;0
87635;1990;51;1;18;61560;0;0;0;0;0;56;0;0
87635;1989;51;1;40;136800;0;0;0;0;0;104;0;0
87635;1996;11;0;1;3360;0;1;0;0;0;4;35;0
87635;1995;29;0;12;35700;2;6;2;2;0;42;250;0
87635;1994;29;0;17;52980;3;9;1;1;1;49;374;0
87635;1993;29;0;3;8040;1;1;1;0;0;7;69;0
87635;1992;29;0;21;69780;8;10;1;3;0;71;574;0
87635;1990;0;0;18;56460;7;6;2;0;0;59;426;0
87642;1974;1199;72;2;2160;0;0;0;0;0;3;16;0
87642;1973;1199;72;3;83160;2;1;0;0;0;82;692;0
87649;2000;212;14;15;51300;0;0;0;0;0;44;379;0
87649;2001;212;14;18;61560;0;0;0;0;0;40;482;0
87649;2002;212;14;26;88920;0;0;0;0;0;57;620;0
87649;2003;212;14;39;133380;0;0;0;0;0;91;1110;0
87649;2004;64;1;1;3600;0;0;0;0;0;4;32;0
87649;2009;69;10;27;92340;0;0;0;0;0;78;722;0
87649;2006;1514;10;43;147060;0;0;0;0;0;100;1111;0
87649;2005;76;10;15;51300;0;0;0;0;0;39;429;0
87649;2004;76;10;24;82080;0;0;0;0;0;55;632;0
87649;2009;59;1;7;23940;0;0;0;0;0;20;185;0
87649;2008;59;1;28;95760;0;0;0;0;0;67;0;0
87649;2007;46;1;31;106020;0;0;0;0;0;86;0;0
87649;2006;39;1;6;20520;0;0;0;0;0;18;0;0
87649;2005;64;1;11;37620;0;0;0;0;0;38;0;0
87649;2005;33;0;9;28380;2;4;1;0;0;30;255;0
87651;1981;39;1;29;99180;0;0;0;0;0;99;0;0
87651;1977;125;13;54;184680;0;0;0;0;0;174;1626;0
87651;1976;125;13;44;150480;0;0;0;0;0;152;1357;0
87651;1975;125;13;50;171000;0;0;0;0;0;184;1484;0
87651;1989;63;1;14;47880;0;0;0;0;0;63;488;0
87651;1988;63;1;37;126540;0;0;0;0;0;153;0;0
87651;1987;63;1;49;167580;0;0;0;0;0;171;0;0
87651;1986;63;1;31;106020;0;0;0;0;0;121;984;0
87651;1985;63;1;14;47880;0;0;0;0;0;39;355;0
87651;1984;63;1;14;47880;0;0;0;0;0;55;0;0
87651;1983;63;1;42;143640;0;0;0;0;0;147;0;0
87651;1986;3;0;1;1200;0;0;0;0;0;3;7;0
87651;1985;3;0;23;75960;4;12;3;0;0;107;727;0
87651;1984;3;0;37;130920;13;19;4;2;0;136;1106;0
87651;1982;19;0;6;16800;0;5;0;0;0;21;147;0
87661;1986;51;1;7;23940;0;0;0;0;0;22;0;0
87661;1985;136;13;66;225720;0;0;0;0;0;288;2286;0
87661;1984;132;13;3;10800;0;0;0;0;0;16;98;0
87661;1984;136;13;56;191520;0;0;0;0;0;200;1739;0
87661;1983;132;13;28;95760;0;0;0;0;0;136;993;0
87661;2003;1516;10;43;147060;0;0;0;0;0;147;1485;0
87661;2002;1516;10;53;181260;0;0;0;0;0;146;1718;0
87661;2001;1530;10;51;174420;0;0;0;0;0;132;1500;0
87661;2000;1530;10;45;153900;0;0;0;0;0;103;1256;0
87661;1999;1530;10;37;126540;0;0;0;0;0;87;1074;0
87661;1998;1530;10;35;119700;0;0;0;0;0;92;1000;0
87661;1997;1530;10;30;102600;0;0;0;0;0;74;813;0
87661;1995;1530;10;39;133380;0;0;0;0;0;118;1269;0
87661;1994;69;10;10;34200;0;0;0;0;0;39;293;0
87661;1994;1530;10;21;71820;0;0;0;0;0;47;580;0
87661;1994;38;1;2;7200;0;0;0;0;0;7;54;0
87661;1993;56;1;30;102600;0;0;0;0;0;136;0;0
87661;1993;48;1;11;37620;0;0;0;0;0;40;0;0
87661;1988;3703;1;21;71820;0;0;0;0;0;84;694;0
87661;1993;28;0;1;60;0;0;0;0;0;2;2;0
87661;1992;28;0;25;79560;2;17;1;3;0;95;739;0
87661;1991;11;0;19;58740;7;10;1;2;0;66;541;0
87661;1991;5;0;8;23940;1;4;2;0;0;21;156;0
87661;1990;11;0;37;127140;20;11;4;1;1;117;1086;0
87661;1989;12;0;5;14400;1;3;0;0;0;14;104;0
87661;1989;26;0;24;83220;10;11;3;2;1;86;667;0
87661;1988;26;0;9;26580;0;8;0;2;0;44;255;0
87661;1987;26;0;56;180600;22;19;7;0;2;176;1489;0
87661;1986;26;0;31;105480;18;7;3;1;1;93;810;0
87661;1985;26;0;0;0;0;0;0;0;0;0;0;0
87669;1984;63;1;30;102600;0;0;0;0;0;136;0;0
