League Id;Date;Home;Score Home;Away;Score Away;Type;Played;Overtime;Shootout;Game Id
0;2022-10-12;0;0;3;0;Regular Season;0;0;0;8
0;2022-10-12;23;0;18;0;Regular Season;0;0;0;7
0;2022-10-12;24;0;34;0;Regular Season;0;0;0;5
0;2022-10-12;30;0;4838;0;Regular Season;0;0;0;4
0;2022-10-12;25;0;8;0;Regular Season;0;0;0;6
0;2022-10-13;15;0;26;0;Regular Season;0;0;0;17
0;2022-10-13;4182;0;8;0;Regular Season;0;0;0;19
0;2022-10-13;32;0;12;0;Regular Season;0;0;0;15
0;2022-10-13;3;0;22;0;Regular Season;0;0;0;18
0;2022-10-13;14;0;21;0;Regular Season;0;0;0;16
0;2022-10-13;17;0;28;0;Regular Season;0;0;0;10
0;2022-10-13;19;0;25;0;Regular Season;0;0;0;11
0;2022-10-13;20;0;31;0;Regular Season;0;0;0;14
0;2022-10-13;11;0;4838;0;Regular Season;0;0;0;12
0;2022-10-13;35;0;10;0;Regular Season;0;0;0;13
0;2022-10-14;33;0;10;0;Regular Season;0;0;0;23
0;2022-10-14;27;0;24;0;Regular Season;0;0;0;22
0;2022-10-14;9;0;0;0;Regular Season;0;0;0;21
0;2022-10-14;34;0;29;0;Regular Season;0;0;0;20
0;2022-10-15;27;0;8;0;Regular Season;0;0;0;33
0;2022-10-15;15;0;29;0;Regular Season;0;0;0;32
0;2022-10-15;4838;0;4182;0;Regular Season;0;0;0;34
0;2022-10-15;22;0;0;0;Regular Season;0;0;0;37
0;2022-10-15;3;0;28;0;Regular Season;0;0;0;36
0;2022-10-15;14;0;18;0;Regular Season;0;0;0;31
0;2022-10-15;16;0;34;0;Regular Season;0;0;0;35
0;2022-10-15;35;0;11;0;Regular Season;0;0;0;28
0;2022-10-15;5;0;26;0;Regular Season;0;0;0;24
0;2022-10-15;17;0;31;0;Regular Season;0;0;0;25
0;2022-10-15;12;0;32;0;Regular Season;0;0;0;26
0;2022-10-15;21;0;9;0;Regular Season;0;0;0;30
0;2022-10-15;23;0;19;0;Regular Season;0;0;0;27
0;2022-10-15;20;0;30;0;Regular Season;0;0;0;29
0;2022-10-17;10;0;30;0;Regular Season;0;0;0;43
0;2022-10-17;4838;0;24;0;Regular Season;0;0;0;44
0;2022-10-17;3;0;26;0;Regular Season;0;0;0;45
0;2022-10-17;0;0;15;0;Regular Season;0;0;0;42
0;2022-10-17;22;0;18;0;Regular Season;0;0;0;46
0;2022-10-17;5;0;31;0;Regular Season;0;0;0;38
0;2022-10-17;35;0;25;0;Regular Season;0;0;0;41
0;2022-10-17;12;0;33;0;Regular Season;0;0;0;39
0;2022-10-17;9;0;11;0;Regular Season;0;0;0;40
0;2022-10-18;21;0;30;0;Regular Season;0;0;0;52
0;2022-10-18;28;0;5;0;Regular Season;0;0;0;53
0;2022-10-18;29;0;14;0;Regular Season;0;0;0;54
0;2022-10-18;32;0;11;0;Regular Season;0;0;0;51
0;2022-10-18;19;0;4182;0;Regular Season;0;0;0;47
0;2022-10-18;34;0;18;0;Regular Season;0;0;0;48
0;2022-10-18;23;0;17;0;Regular Season;0;0;0;49
0;2022-10-18;20;0;27;0;Regular Season;0;0;0;50
0;2022-10-19;4838;0;16;0;Regular Season;0;0;0;57
0;2022-10-19;31;0;14;0;Regular Season;0;0;0;56
0;2022-10-19;25;0;33;0;Regular Season;0;0;0;55
0;2022-10-20;10;0;27;0;Regular Season;0;0;0;65
0;2022-10-20;20;0;21;0;Regular Season;0;0;0;64
0;2022-10-20;28;0;22;0;Regular Season;0;0;0;66
0;2022-10-20;4182;0;33;0;Regular Season;0;0;0;69
0;2022-10-20;15;0;11;0;Regular Season;0;0;0;67
0;2022-10-20;3;0;12;0;Regular Season;0;0;0;68
0;2022-10-20;5;0;30;0;Regular Season;0;0;0;58
0;2022-10-20;19;0;17;0;Regular Season;0;0;0;59
0;2022-10-20;0;0;26;0;Regular Season;0;0;0;63
0;2022-10-20;35;0;18;0;Regular Season;0;0;0;62
0;2022-10-20;34;0;32;0;Regular Season;0;0;0;60
0;2022-10-20;23;0;24;0;Regular Season;0;0;0;61
0;2022-10-21;25;0;4838;0;Regular Season;0;0;0;71
0;2022-10-21;31;0;29;0;Regular Season;0;0;0;72
0;2022-10-21;8;0;9;0;Regular Season;0;0;0;70
0;2022-10-22;28;0;26;0;Regular Season;0;0;0;80
0;2022-10-22;29;0;20;0;Regular Season;0;0;0;81
0;2022-10-22;4182;0;25;0;Regular Season;0;0;0;83
0;2022-10-22;21;0;27;0;Regular Season;0;0;0;79
0;2022-10-22;33;0;3;0;Regular Season;0;0;0;85
0;2022-10-22;18;0;17;0;Regular Season;0;0;0;82
0;2022-10-22;22;0;11;0;Regular Season;0;0;0;84
0;2022-10-22;5;0;35;0;Regular Season;0;0;0;73
0;2022-10-22;19;0;24;0;Regular Season;0;0;0;74
0;2022-10-22;32;0;14;0;Regular Season;0;0;0;78
0;2022-10-22;0;0;12;0;Regular Season;0;0;0;77
0;2022-10-22;34;0;15;0;Regular Season;0;0;0;75
0;2022-10-22;23;0;16;0;Regular Season;0;0;0;76
0;2022-10-23;14;0;27;0;Regular Season;0;0;0;90
0;2022-10-23;31;0;20;0;Regular Season;0;0;0;88
0;2022-10-23;10;0;34;0;Regular Season;0;0;0;89
0;2022-10-23;9;0;30;0;Regular Season;0;0;0;87
0;2022-10-23;8;0;4838;0;Regular Season;0;0;0;86
0;2022-10-24;4182;0;3;0;Regular Season;0;0;0;95
0;2022-10-24;33;0;16;0;Regular Season;0;0;0;96
0;2022-10-24;18;0;24;0;Regular Season;0;0;0;94
0;2022-10-24;28;0;12;0;Regular Season;0;0;0;93
0;2022-10-24;21;0;22;0;Regular Season;0;0;0;92
0;2022-10-24;23;0;15;0;Regular Season;0;0;0;91
0;2022-10-25;0;0;35;0;Regular Season;0;0;0;103
0;2022-10-25;10;0;25;0;Regular Season;0;0;0;104
0;2022-10-25;27;0;4182;0;Regular Season;0;0;0;105
0;2022-10-25;4838;0;17;0;Regular Season;0;0;0;106
0;2022-10-25;11;0;29;0;Regular Season;0;0;0;102
0;2022-10-25;19;0;15;0;Regular Season;0;0;0;98
0;2022-10-25;5;0;12;0;Regular Season;0;0;0;97
0;2022-10-25;9;0;21;0;Regular Season;0;0;0;101
0;2022-10-25;8;0;31;0;Regular Season;0;0;0;99
0;2022-10-25;34;0;26;0;Regular Season;0;0;0;100
0;2022-10-26;16;0;23;0;Regular Season;0;0;0;109
0;2022-10-26;20;0;10;0;Regular Season;0;0;0;108
0;2022-10-26;30;0;29;0;Regular Season;0;0;0;107
0;2022-10-27;5;0;9;0;Regular Season;0;0;0;110
0;2022-10-27;17;0;0;0;Regular Season;0;0;0;111
0;2022-10-27;8;0;23;0;Regular Season;0;0;0;112
0;2022-10-27;4838;0;18;0;Regular Season;0;0;0;119
0;2022-10-27;14;0;31;0;Regular Season;0;0;0;117
0;2022-10-27;28;0;35;0;Regular Season;0;0;0;116
0;2022-10-27;27;0;3;0;Regular Season;0;0;0;118
0;2022-10-27;12;0;22;0;Regular Season;0;0;0;113
0;2022-10-27;32;0;16;0;Regular Season;0;0;0;115
0;2022-10-27;11;0;33;0;Regular Season;0;0;0;114
0;2022-10-28;21;0;25;0;Regular Season;0;0;0;123
0;2022-10-28;18;0;15;0;Regular Season;0;0;0;124
0;2022-10-28;4182;0;30;0;Regular Season;0;0;0;125
0;2022-10-28;34;0;5;0;Regular Season;0;0;0;122
0;2022-10-28;24;0;20;0;Regular Season;0;0;0;121
0;2022-10-28;26;0;33;0;Regular Season;0;0;0;120
0;2022-10-29;32;0;22;0;Regular Season;0;0;0;133
0;2022-10-29;14;0;24;0;Regular Season;0;0;0;134
0;2022-10-29;27;0;29;0;Regular Season;0;0;0;135
0;2022-10-29;4838;0;15;0;Regular Season;0;0;0;136
0;2022-10-29;16;0;0;0;Regular Season;0;0;0;137
0;2022-10-29;20;0;25;0;Regular Season;0;0;0;132
0;2022-10-29;17;0;8;0;Regular Season;0;0;0;126
0;2022-10-29;11;0;3;0;Regular Season;0;0;0;131
0;2022-10-29;12;0;10;0;Regular Season;0;0;0;128
0;2022-10-29;19;0;23;0;Regular Season;0;0;0;127
0;2022-10-29;9;0;35;0;Regular Season;0;0;0;129
0;2022-10-29;31;0;28;0;Regular Season;0;0;0;130
0;2022-10-30;4182;0;33;0;Regular Season;0;0;0;142
0;2022-10-30;21;0;34;0;Regular Season;0;0;0;141
0;2022-10-30;26;0;10;0;Regular Season;0;0;0;139
0;2022-10-30;8;0;35;0;Regular Season;0;0;0;140
0;2022-10-30;30;0;3;0;Regular Season;0;0;0;138
0;2022-10-31;16;0;11;0;Regular Season;0;0;0;145
0;2022-10-31;24;0;22;0;Regular Season;0;0;0;144
0;2022-10-31;17;0;9;0;Regular Season;0;0;0;143
0;2022-11-1;27;0;30;0;Regular Season;0;0;0;154
0;2022-11-1;29;0;28;0;Regular Season;0;0;0;155
0;2022-11-1;22;0;4182;0;Regular Season;0;0;0;157
0;2022-11-1;10;0;14;0;Regular Season;0;0;0;152
0;2022-11-1;18;0;21;0;Regular Season;0;0;0;156
0;2022-11-1;15;0;5;0;Regular Season;0;0;0;153
0;2022-11-1;26;0;31;0;Regular Season;0;0;0;146
0;2022-11-1;19;0;4838;0;Regular Season;0;0;0;147
0;2022-11-1;8;0;20;0;Regular Season;0;0;0;148
0;2022-11-1;35;0;0;0;Regular Season;0;0;0;151
0;2022-11-1;12;0;11;0;Regular Season;0;0;0;149
0;2022-11-1;23;0;32;0;Regular Season;0;0;0;150
0;2022-11-2;3;0;14;0;Regular Season;0;0;0;159
0;2022-11-2;17;0;15;0;Regular Season;0;0;0;158
0;2022-11-3;28;0;4182;0;Regular Season;0;0;0;167
0;2022-11-3;16;0;20;0;Regular Season;0;0;0;169
0;2022-11-3;18;0;30;0;Regular Season;0;0;0;171
0;2022-11-3;10;0;5;0;Regular Season;0;0;0;166
0;2022-11-3;33;0;0;0;Regular Season;0;0;0;172
0;2022-11-3;29;0;24;0;Regular Season;0;0;0;170
0;2022-11-3;27;0;31;0;Regular Season;0;0;0;168
0;2022-11-3;26;0;12;0;Regular Season;0;0;0;160
0;2022-11-3;19;0;32;0;Regular Season;0;0;0;161
0;2022-11-3;8;0;11;0;Regular Season;0;0;0;162
0;2022-11-3;35;0;4838;0;Regular Season;0;0;0;165
0;2022-11-3;9;0;22;0;Regular Season;0;0;0;163
0;2022-11-3;23;0;21;0;Regular Season;0;0;0;164
0;2022-11-4;25;0;34;0;Regular Season;0;0;0;174
0;2022-11-4;24;0;17;0;Regular Season;0;0;0;173
0;2022-11-5;27;0;30;0;Regular Season;0;0;0;183
0;2022-11-5;29;0;17;0;Regular Season;0;0;0;184
0;2022-11-5;22;0;26;0;Regular Season;0;0;0;187
0;2022-11-5;15;0;4838;0;Regular Season;0;0;0;182
0;2022-11-5;33;0;8;0;Regular Season;0;0;0;188
0;2022-11-5;18;0;32;0;Regular Season;0;0;0;186
0;2022-11-5;3;0;5;0;Regular Season;0;0;0;185
0;2022-11-5;19;0;21;0;Regular Season;0;0;0;175
0;2022-11-5;34;0;25;0;Regular Season;0;0;0;176
0;2022-11-5;9;0;20;0;Regular Season;0;0;0;177
0;2022-11-5;28;0;14;0;Regular Season;0;0;0;181
0;2022-11-5;11;0;31;0;Regular Season;0;0;0;179
0;2022-11-5;0;0;4182;0;Regular Season;0;0;0;180
0;2022-11-5;23;0;12;0;Regular Season;0;0;0;178
0;2022-11-6;10;0;9;0;Regular Season;0;0;0;191
0;2022-11-6;30;0;31;0;Regular Season;0;0;0;189
0;2022-11-6;24;0;3;0;Regular Season;0;0;0;190
0;2022-11-7;22;0;23;0;Regular Season;0;0;0;194
0;2022-11-7;20;0;19;0;Regular Season;0;0;0;193
0;2022-11-7;5;0;16;0;Regular Season;0;0;0;192
0;2022-11-8;4838;0;32;0;Regular Season;0;0;0;202
0;2022-11-8;14;0;16;0;Regular Season;0;0;0;201
0;2022-11-8;29;0;23;0;Regular Season;0;0;0;203
0;2022-11-8;33;0;12;0;Regular Season;0;0;0;205
0;2022-11-8;3;0;4182;0;Regular Season;0;0;0;204
0;2022-11-8;11;0;35;0;Regular Season;0;0;0;197
0;2022-11-8;17;0;26;0;Regular Season;0;0;0;195
0;2022-11-8;9;0;0;0;Regular Season;0;0;0;196
0;2022-11-8;28;0;18;0;Regular Season;0;0;0;200
0;2022-11-8;10;0;20;0;Regular Season;0;0;0;198
0;2022-11-8;21;0;19;0;Regular Season;0;0;0;199
0;2022-11-9;0;0;18;0;Regular Season;0;0;0;208
0;2022-11-9;22;0;15;0;Regular Season;0;0;0;209
0;2022-11-9;31;0;24;0;Regular Season;0;0;0;207
0;2022-11-9;30;0;35;0;Regular Season;0;0;0;206
0;2022-11-10;11;0;8;0;Regular Season;0;0;0;216
0;2022-11-10;9;0;10;0;Regular Season;0;0;0;215
0;2022-11-10;20;0;26;0;Regular Season;0;0;0;217
0;2022-11-10;16;0;27;0;Regular Season;0;0;0;219
0;2022-11-10;21;0;28;0;Regular Season;0;0;0;218
0;2022-11-10;34;0;14;0;Regular Season;0;0;0;214
0;2022-11-10;5;0;19;0;Regular Season;0;0;0;210
0;2022-11-10;17;0;4182;0;Regular Season;0;0;0;211
0;2022-11-10;24;0;23;0;Regular Season;0;0;0;212
0;2022-11-10;25;0;32;0;Regular Season;0;0;0;213
0;2022-11-11;3;0;15;0;Regular Season;0;0;0;222
0;2022-11-11;12;0;27;0;Regular Season;0;0;0;220
0;2022-11-11;22;0;29;0;Regular Season;0;0;0;223
0;2022-11-11;4838;0;35;0;Regular Season;0;0;0;221
0;2022-11-12;30;0;8;0;Regular Season;0;0;0;224
0;2022-11-12;21;0;26;0;Regular Season;0;0;0;233
0;2022-11-12;20;0;34;0;Regular Season;0;0;0;231
0;2022-11-12;14;0;28;0;Regular Season;0;0;0;234
0;2022-11-12;4182;0;16;0;Regular Season;0;0;0;236
0;2022-11-12;3;0;18;0;Regular Season;0;0;0;235
0;2022-11-12;32;0;10;0;Regular Season;0;0;0;232
0;2022-11-12;17;0;5;0;Regular Season;0;0;0;225
0;2022-11-12;0;0;15;0;Regular Season;0;0;0;230
0;2022-11-12;25;0;24;0;Regular Season;0;0;0;227
0;2022-11-12;19;0;33;0;Regular Season;0;0;0;226
0;2022-11-12;31;0;23;0;Regular Season;0;0;0;228
0;2022-11-12;11;0;9;0;Regular Season;0;0;0;229
0;2022-11-13;4838;0;33;0;Regular Season;0;0;0;241
0;2022-11-13;29;0;22;0;Regular Season;0;0;0;242
0;2022-11-13;14;0;12;0;Regular Season;0;0;0;240
0;2022-11-13;35;0;27;0;Regular Season;0;0;0;238
0;2022-11-13;10;0;26;0;Regular Season;0;0;0;239
0;2022-11-13;5;0;18;0;Regular Season;0;0;0;237
0;2022-11-14;25;0;16;0;Regular Season;0;0;0;245
0;2022-11-14;28;0;20;0;Regular Season;0;0;0;246
0;2022-11-14;8;0;24;0;Regular Season;0;0;0;244
0;2022-11-14;19;0;11;0;Regular Season;0;0;0;243
0;2022-11-15;15;0;3;0;Regular Season;0;0;0;253
0;2022-11-15;29;0;12;0;Regular Season;0;0;0;254
0;2022-11-15;4182;0;27;0;Regular Season;0;0;0;255
0;2022-11-15;0;0;21;0;Regular Season;0;0;0;251
0;2022-11-15;32;0;35;0;Regular Season;0;0;0;252
0;2022-11-15;30;0;9;0;Regular Season;0;0;0;247
0;2022-11-15;17;0;18;0;Regular Season;0;0;0;248
0;2022-11-15;34;0;14;0;Regular Season;0;0;0;249
0;2022-11-15;31;0;22;0;Regular Season;0;0;0;250
0;2022-11-16;23;0;11;0;Regular Season;0;0;0;257
0;2022-11-16;28;0;17;0;Regular Season;0;0;0;258
0;2022-11-16;8;0;16;0;Regular Season;0;0;0;256
0;2022-11-17;16;0;22;0;Regular Season;0;0;0;267
0;2022-11-17;29;0;19;0;Regular Season;0;0;0;268
0;2022-11-17;3;0;21;0;Regular Season;0;0;0;269
0;2022-11-17;4182;0;26;0;Regular Season;0;0;0;270
0;2022-11-17;33;0;30;0;Regular Season;0;0;0;271
0;2022-11-17;27;0;9;0;Regular Season;0;0;0;265
0;2022-11-17;4838;0;10;0;Regular Season;0;0;0;266
0;2022-11-17;24;0;25;0;Regular Season;0;0;0;260
0;2022-11-17;34;0;0;0;Regular Season;0;0;0;261
0;2022-11-17;5;0;14;0;Regular Season;0;0;0;259
0;2022-11-17;32;0;20;0;Regular Season;0;0;0;264
0;2022-11-17;31;0;12;0;Regular Season;0;0;0;262
0;2022-11-17;35;0;15;0;Regular Season;0;0;0;263
0;2022-11-18;18;0;11;0;Regular Season;0;0;0;272
0;2022-11-19;4838;0;11;0;Regular Season;0;0;0;283
0;2022-11-19;27;0;10;0;Regular Season;0;0;0;282
0;2022-11-19;16;0;30;0;Regular Season;0;0;0;284
0;2022-11-19;33;0;15;0;Regular Season;0;0;0;287
0;2022-11-19;22;0;25;0;Regular Season;0;0;0;286
0;2022-11-19;28;0;21;0;Regular Season;0;0;0;281
0;2022-11-19;3;0;17;0;Regular Season;0;0;0;285
0;2022-11-19;32;0;29;0;Regular Season;0;0;0;280
0;2022-11-19;34;0;9;0;Regular Season;0;0;0;274
0;2022-11-19;12;0;20;0;Regular Season;0;0;0;275
0;2022-11-19;23;0;4182;0;Regular Season;0;0;0;276
0;2022-11-19;5;0;8;0;Regular Season;0;0;0;273
0;2022-11-19;0;0;14;0;Regular Season;0;0;0;279
0;2022-11-19;31;0;19;0;Regular Season;0;0;0;277
0;2022-11-19;35;0;24;0;Regular Season;0;0;0;278
0;2022-11-20;34;0;31;0;Regular Season;0;0;0;289
0;2022-11-20;8;0;15;0;Regular Season;0;0;0;288
0;2022-11-21;3;0;20;0;Regular Season;0;0;0;297
0;2022-11-21;33;0;24;0;Regular Season;0;0;0;299
0;2022-11-21;29;0;5;0;Regular Season;0;0;0;296
0;2022-11-21;18;0;4182;0;Regular Season;0;0;0;298
0;2022-11-21;16;0;30;0;Regular Season;0;0;0;295
0;2022-11-21;12;0;25;0;Regular Season;0;0;0;290
0;2022-11-21;21;0;23;0;Regular Season;0;0;0;292
0;2022-11-21;32;0;26;0;Regular Season;0;0;0;291
0;2022-11-21;14;0;19;0;Regular Season;0;0;0;293
0;2022-11-21;27;0;28;0;Regular Season;0;0;0;294
0;2022-11-22;0;0;17;0;Regular Season;0;0;0;301
0;2022-11-22;11;0;10;0;Regular Season;0;0;0;300
0;2022-11-23;20;0;23;0;Regular Season;0;0;0;311
0;2022-11-23;21;0;3;0;Regular Season;0;0;0;312
0;2022-11-23;15;0;19;0;Regular Season;0;0;0;313
0;2022-11-23;22;0;14;0;Regular Season;0;0;0;316
0;2022-11-23;4182;0;28;0;Regular Season;0;0;0;315
0;2022-11-23;35;0;33;0;Regular Season;0;0;0;310
0;2022-11-23;4838;0;27;0;Regular Season;0;0;0;314
0;2022-11-23;9;0;32;0;Regular Season;0;0;0;308
0;2022-11-23;30;0;10;0;Regular Season;0;0;0;302
0;2022-11-23;24;0;26;0;Regular Season;0;0;0;304
0;2022-11-23;25;0;18;0;Regular Season;0;0;0;305
0;2022-11-23;17;0;16;0;Regular Season;0;0;0;303
0;2022-11-23;31;0;5;0;Regular Season;0;0;0;309
0;2022-11-23;34;0;0;0;Regular Season;0;0;0;306
0;2022-11-23;12;0;8;0;Regular Season;0;0;0;307
0;2022-11-25;27;0;11;0;Regular Season;0;0;0;327
0;2022-11-25;14;0;15;0;Regular Season;0;0;0;326
0;2022-11-25;32;0;25;0;Regular Season;0;0;0;325
0;2022-11-25;22;0;19;0;Regular Season;0;0;0;330
0;2022-11-25;4182;0;4838;0;Regular Season;0;0;0;329
0;2022-11-25;35;0;3;0;Regular Season;0;0;0;324
0;2022-11-25;29;0;16;0;Regular Season;0;0;0;328
0;2022-11-25;9;0;26;0;Regular Season;0;0;0;323
0;2022-11-25;5;0;24;0;Regular Season;0;0;0;318
0;2022-11-25;17;0;21;0;Regular Season;0;0;0;319
